,Ticker Symbol,Years,Period Ending,Total Revenue,Cost of Goods Sold,"Sales, General and Admin.",Research and Development,Other Operating Items,GICS Sector,GICS Sub Industry,Total Revenue_sum,Cost of Goods Sold_sum,"Sales, General and Admin._sum",Other Operating Items_sum,Research and Development_sum
1313,ROK,Year 3,2015-09-30,6,3.0,1.5064,,,Industrials,Industrial Conglomerates,23,12.0,6.0816,0.0,0.0
1314,ROK,Year 4,2016-09-30,5,3.0,1.4674,,,Industrials,Industrial Conglomerates,23,12.0,6.0816,0.0,0.0
1315,ROP,Year 1,2012-12-31,2,1.0,0.91413,,,Industrials,Industrial Conglomerates,11,4.0,4.193851,0.0,0.0
1316,ROP,Year 2,2013-12-31,3,1.0,1.040567,,,Industrials,Industrial Conglomerates,11,4.0,4.193851,0.0,0.0
1317,ROP,Year 3,2014-12-31,3,1.0,1.102426,,,Industrials,Industrial Conglomerates,11,4.0,4.193851,0.0,0.0
1318,ROP,Year 4,2015-12-31,3,1.0,1.136728,,,Industrials,Industrial Conglomerates,11,4.0,4.193851,0.0,0.0
1319,ROST,Year 1,2013-02-02,9,7.0,1.437886,,,Consumer Discretionary,Apparel Retail,41,29.0,6.318378,0.0,0.0
1320,ROST,Year 2,2014-02-01,10,7.0,1.526366,,,Consumer Discretionary,Apparel Retail,41,29.0,6.318378,0.0,0.0
1321,ROST,Year 3,2015-01-31,11,7.0,1.615371,,,Consumer Discretionary,Apparel Retail,41,29.0,6.318378,0.0,0.0
1322,ROST,Year 4,2016-01-30,11,8.0,1.738755,,,Consumer Discretionary,Apparel Retail,41,29.0,6.318378,0.0,0.0
1323,RRC,Year 1,2012-12-31,1,0.0,0.248136,,0.445228,Energy,Oil & Gas Exploration & Production,5,0.0,0.996963,2.0698119999999998,0.0
1324,RRC,Year 2,2013-12-31,1,0.0,0.391707,,0.492397,Energy,Oil & Gas Exploration & Production,5,0.0,0.996963,2.0698119999999998,0.0
1325,RRC,Year 3,2014-12-31,2,0.0,0.191802,,0.551032,Energy,Oil & Gas Exploration & Production,5,0.0,0.996963,2.0698119999999998,0.0
1326,RRC,Year 4,2015-12-31,1,0.0,0.165318,,0.581155,Energy,Oil & Gas Exploration & Production,5,0.0,0.996963,2.0698119999999998,0.0
1327,RSG,Year 1,2013-12-31,8,5.0,1.0881,,0.8774,Industrials,Industrial Conglomerates,34,20.0,4.208,3.746,0.0
1328,RSG,Year 2,2014-12-31,8,5.0,0.9984,,0.9069,Industrials,Industrial Conglomerates,34,20.0,4.208,3.746,0.0
1329,RSG,Year 3,2015-12-31,9,5.0,1.067,,0.9706,Industrials,Industrial Conglomerates,34,20.0,4.208,3.746,0.0
1330,RSG,Year 4,2016-12-31,9,5.0,1.0545,,0.9911,Industrials,Industrial Conglomerates,34,20.0,4.208,3.746,0.0
1331,SBUX,Year 1,2013-09-29,14,6.0,5.6558,,0.6214,Consumer Discretionary,Restaurants,70,27.0,26.8431,3.2057,0.0
1332,SBUX,Year 2,2014-09-28,16,6.0,6.0868,,0.7096,Consumer Discretionary,Restaurants,70,27.0,26.8431,3.2057,0.0
1333,SBUX,Year 3,2015-09-27,19,7.0,7.1302,,0.8939,Consumer Discretionary,Restaurants,70,27.0,26.8431,3.2057,0.0
1334,SBUX,Year 4,2016-10-02,21,8.0,7.9703,,0.9808,Consumer Discretionary,Restaurants,70,27.0,26.8431,3.2057,0.0
1335,SCG,Year 1,2012-12-31,4,2.0,0.207,,0.356,Utilities,MultiUtilities,16,9.0,0.89,1.476,0.0
1336,SCG,Year 2,2013-12-31,4,2.0,0.22,,0.378,Utilities,MultiUtilities,16,9.0,0.89,1.476,0.0
1337,SCG,Year 3,2014-12-31,4,3.0,0.229,,0.384,Utilities,MultiUtilities,16,9.0,0.89,1.476,0.0
1338,SCG,Year 4,2015-12-31,4,2.0,0.234,,0.358,Utilities,MultiUtilities,16,9.0,0.89,1.476,0.0
1339,SE,Year 1,2012-12-31,5,2.0,0.337,,0.746,Energy,Oil & Gas Refining & Marketing & Transportation,20,8.0,1.456,3.0780000000000003,0.0
1340,SE,Year 2,2013-12-31,5,2.0,0.373,,0.772,Energy,Oil & Gas Refining & Marketing & Transportation,20,8.0,1.456,3.0780000000000003,0.0
1341,SE,Year 3,2014-12-31,5,2.0,0.393,,0.796,Energy,Oil & Gas Refining & Marketing & Transportation,20,8.0,1.456,3.0780000000000003,0.0
1342,SE,Year 4,2015-12-31,5,2.0,0.353,,0.764,Energy,Oil & Gas Refining & Marketing & Transportation,20,8.0,1.456,3.0780000000000003,0.0
1343,SEE,Year 1,2013-12-31,7,5.0,1.7883,,0.1232,Materials,Paper Packaging,27,18.0,6.8983,0.4257,0.0
1344,SEE,Year 2,2014-12-31,7,5.0,1.8494,,0.1189,Materials,Paper Packaging,27,18.0,6.8983,0.4257,0.0
1345,SEE,Year 3,2015-12-31,7,4.0,1.6562,,0.0887,Materials,Paper Packaging,27,18.0,6.8983,0.4257,0.0
1346,SEE,Year 4,2016-12-31,6,4.0,1.6044,,0.0949,Materials,Paper Packaging,27,18.0,6.8983,0.4257,0.0
1347,SHW,Year 1,2012-12-31,9,5.0,3.264896,,,Materials,Specialty Chemicals,41,20.0,14.53933,0.0,0.0
1348,SHW,Year 2,2013-12-31,10,5.0,3.4702,,,Materials,Specialty Chemicals,41,20.0,14.53933,0.0,0.0
1349,SHW,Year 3,2014-12-31,11,5.0,3.860448,,,Materials,Specialty Chemicals,41,20.0,14.53933,0.0,0.0
1350,SHW,Year 4,2015-12-31,11,5.0,3.943786,,,Materials,Specialty Chemicals,41,20.0,14.53933,0.0,0.0
1351,SIG,Year 1,2013-02-02,3,2.0,0.9769,,,Consumer Discretionary,Specialty Stores,18,11.0,5.2212,0.0,0.0
1352,SIG,Year 2,2014-02-01,4,2.0,1.01,,,Consumer Discretionary,Specialty Stores,18,11.0,5.2212,0.0,0.0
1353,SIG,Year 3,2015-02-02,5,3.0,1.4976,,,Consumer Discretionary,Specialty Stores,18,11.0,5.2212,0.0,0.0
1354,SIG,Year 4,2016-01-30,6,4.0,1.7367,,,Consumer Discretionary,Specialty Stores,18,11.0,5.2212,0.0,0.0
1355,SJM,Year 1,2013-04-30,5,3.0,1.0204,,0.0968,Consumer Staples,Packaged Foods & Meats,22,13.0,4.7334,0.515,0.0
1356,SJM,Year 2,2014-04-30,5,3.0,1.0131,,0.0989,Consumer Staples,Packaged Foods & Meats,22,13.0,4.7334,0.515,0.0
1357,SJM,Year 3,2015-04-30,5,3.0,1.0858,,0.1109,Consumer Staples,Packaged Foods & Meats,22,13.0,4.7334,0.515,0.0
1358,SJM,Year 4,2016-04-30,7,4.0,1.6141,,0.2084,Consumer Staples,Packaged Foods & Meats,22,13.0,4.7334,0.515,0.0
1359,SLG,Year 1,2012-12-31,1,0.0,0.12031,,0.330418,Real Estate,Office REITs,4,0.0,0.515077,1.6529559999999999,0.0
1360,SLG,Year 2,2013-12-31,1,0.0,0.122128,,0.340316,Real Estate,Office REITs,4,0.0,0.515077,1.6529559999999999,0.0
1361,SLG,Year 3,2014-12-31,1,0.0,0.133502,,0.393987,Real Estate,Office REITs,4,0.0,0.515077,1.6529559999999999,0.0
1362,SLG,Year 4,2015-12-31,1,0.0,0.139137,,0.588235,Real Estate,Office REITs,4,0.0,0.515077,1.6529559999999999,0.0
1363,SNA,Year 1,2013-12-31,3,1.0,1.0124,,,Consumer Discretionary,Household Appliances,12,4.0,4.1689,0.0,0.0
1364,SNA,Year 2,2015-01-03,3,1.0,1.0487,,,Consumer Discretionary,Household Appliances,12,4.0,4.1689,0.0,0.0
1365,SNA,Year 3,2016-01-02,3,1.0,1.0537,,,Consumer Discretionary,Household Appliances,12,4.0,4.1689,0.0,0.0
1366,SNA,Year 4,2016-12-31,3,1.0,1.0541,,,Consumer Discretionary,Household Appliances,12,4.0,4.1689,0.0,0.0
1367,SNI,Year 1,2012-12-31,2,0.0,0.655473,,0.107591,Consumer Discretionary,Broadcasting & Cable TV,9,0.0,2.934506,0.49134900000000004,0.0
1368,SNI,Year 2,2013-12-31,2,0.0,0.729055,,0.11758,Consumer Discretionary,Broadcasting & Cable TV,9,0.0,2.934506,0.49134900000000004,0.0
1369,SNI,Year 3,2014-12-31,2,0.0,0.764799,,0.128582,Consumer Discretionary,Broadcasting & Cable TV,9,0.0,2.934506,0.49134900000000004,0.0
1370,SNI,Year 4,2015-12-31,3,0.0,0.785179,,0.137596,Consumer Discretionary,Broadcasting & Cable TV,9,0.0,2.934506,0.49134900000000004,0.0
1371,SO,Year 1,2012-12-31,16,9.0,0.914,,1.787,Utilities,Electric Utilities,68,38.0,3.826,7.667,0.0
1372,SO,Year 2,2013-12-31,17,9.0,0.934,,1.901,Utilities,Electric Utilities,68,38.0,3.826,7.667,0.0
1373,SO,Year 3,2014-12-31,18,11.0,0.981,,1.945,Utilities,Electric Utilities,68,38.0,3.826,7.667,0.0
1374,SO,Year 4,2015-12-31,17,9.0,0.997,,2.034,Utilities,Electric Utilities,68,38.0,3.826,7.667,0.0
1375,SPG,Year 1,2012-12-31,4,0.0,0.376687,,1.068382,Real Estate,REITs,17,0.0,1.678736,4.497477,0.0
1376,SPG,Year 2,2013-12-31,4,0.0,0.402369,,1.1077,Real Estate,REITs,17,0.0,1.678736,4.497477,0.0
1377,SPG,Year 3,2014-12-31,4,0.0,0.446845,,1.143827,Real Estate,REITs,17,0.0,1.678736,4.497477,0.0
1378,SPG,Year 4,2015-12-31,5,0.0,0.452835,,1.177568,Real Estate,REITs,17,0.0,1.678736,4.497477,0.0
1379,SPLS,Year 1,2013-02-02,24,17.0,4.884284,,0.0789,Consumer Discretionary,Specialty Stores,90,65.0,19.035284,0.2629,0.0
1380,SPLS,Year 2,2014-02-01,23,17.0,4.735,,0.055,Consumer Discretionary,Specialty Stores,90,65.0,19.035284,0.2629,0.0
1381,SPLS,Year 3,2015-01-31,22,16.0,4.816,,0.062,Consumer Discretionary,Specialty Stores,90,65.0,19.035284,0.2629,0.0
1382,SPLS,Year 4,2016-01-30,21,15.0,4.6,,0.067,Consumer Discretionary,Specialty Stores,90,65.0,19.035284,0.2629,0.0
1383,SRCL,Year 1,2012-12-31,1,1.0,0.356817,,0.031652,Industrials,Industrial Conglomerates,7,4.0,1.950167,0.183965,0.0
1384,SRCL,Year 2,2013-12-31,2,1.0,0.39061,,0.038405,Industrials,Industrial Conglomerates,7,4.0,1.950167,0.183965,0.0
1385,SRCL,Year 3,2014-12-31,2,1.0,0.489937,,0.048138,Industrials,Industrial Conglomerates,7,4.0,1.950167,0.183965,0.0
1386,SRCL,Year 4,2015-12-31,2,1.0,0.712803,,0.06577,Industrials,Industrial Conglomerates,7,4.0,1.950167,0.183965,0.0
1387,SRE,Year 1,2012-12-31,9,6.0,0.359,,1.09,Utilities,MultiUtilities,40,26.0,1.744,4.609,0.0
1388,SRE,Year 2,2013-12-31,10,7.0,0.574,,1.113,Utilities,MultiUtilities,40,26.0,1.744,4.609,0.0
1389,SRE,Year 3,2014-12-31,11,7.0,0.414,,1.156,Utilities,MultiUtilities,40,26.0,1.744,4.609,0.0
1390,SRE,Year 4,2015-12-31,10,6.0,0.397,,1.25,Utilities,MultiUtilities,40,26.0,1.744,4.609,0.0
1391,STI,Year 1,2012-12-31,11,0.0,6.073,,1.441,Financials,Banks,35,0.0,22.519,2.589,0.0
1392,STI,Year 2,2013-12-31,8,0.0,5.808,,0.576,Financials,Banks,35,0.0,22.519,2.589,0.0
1393,STI,Year 3,2014-12-31,8,0.0,5.518,,0.367,Financials,Banks,35,0.0,22.519,2.589,0.0
1394,STI,Year 4,2015-12-31,8,0.0,5.12,,0.205,Financials,Banks,35,0.0,22.519,2.589,0.0
1395,STX,Year 1,2013-06-28,14,10.0,0.635,1.133,0.079,Information Technology,Computer Storage & Peripherals,51,36.0,2.229,0.429,4.949
1396,STX,Year 2,2014-06-27,13,9.0,0.722,1.226,0.098,Information Technology,Computer Storage & Peripherals,51,36.0,2.229,0.429,4.949
1397,STX,Year 3,2015-07-03,13,9.0,0.237,1.353,0.129,Information Technology,Computer Storage & Peripherals,51,36.0,2.229,0.429,4.949
1398,STX,Year 4,2016-07-01,11,8.0,0.635,1.237,0.123,Information Technology,Computer Storage & Peripherals,51,36.0,2.229,0.429,4.949
1399,STZ,Year 1,2013-02-28,2,1.0,0.5854,,,Consumer Staples,Distillers & Vintners,18,9.0,3.7361,0.0,0.0
1400,STZ,Year 2,2014-02-28,4,2.0,0.8951,,,Consumer Staples,Distillers & Vintners,18,9.0,3.7361,0.0,0.0
1401,STZ,Year 3,2015-02-28,6,3.0,1.0784,,,Consumer Staples,Distillers & Vintners,18,9.0,3.7361,0.0,0.0
1402,STZ,Year 4,2016-02-29,6,3.0,1.1772,,,Consumer Staples,Distillers & Vintners,18,9.0,3.7361,0.0,0.0
1403,SWK,Year 1,2013-12-28,10,6.0,2.9603,,,Consumer Discretionary,Household Appliances,43,27.0,11.2549,0.0,0.0
1404,SWK,Year 2,2015-01-03,11,7.0,2.8146,,,Consumer Discretionary,Household Appliances,43,27.0,11.2549,0.0,0.0
1405,SWK,Year 3,2016-01-02,11,7.0,2.6811,,,Consumer Discretionary,Household Appliances,43,27.0,11.2549,0.0,0.0
1406,SWK,Year 4,2016-12-31,11,7.0,2.7989,,,Consumer Discretionary,Household Appliances,43,27.0,11.2549,0.0,0.0
1407,SWKS,Year 1,2013-09-27,1,1.0,0.1597,0.2263,0.0291,Information Technology,Semiconductors,9,4.0,0.726,0.12190000000000001,1.0941
1408,SWKS,Year 2,2014-10-03,2,1.0,0.1791,0.2522,0.0259,Information Technology,Semiconductors,9,4.0,0.726,0.12190000000000001,1.0941
1409,SWKS,Year 3,2015-10-02,3,1.0,0.1913,0.3032,0.0335,Information Technology,Semiconductors,9,4.0,0.726,0.12190000000000001,1.0941
1410,SWKS,Year 4,2016-09-30,3,1.0,0.1959,0.3124,0.0334,Information Technology,Semiconductors,9,4.0,0.726,0.12190000000000001,1.0941
1411,SWN,Year 1,2012-12-31,2,0.0,0.835,,0.811,Energy,Oil & Gas Exploration & Production,12,0.0,4.391,3.6310000000000002,0.0
1412,SWN,Year 2,2013-12-31,3,0.0,1.052,,0.787,Energy,Oil & Gas Exploration & Production,12,0.0,4.391,3.6310000000000002,0.0
1413,SWN,Year 3,2014-12-31,4,0.0,1.296,,0.942,Energy,Oil & Gas Exploration & Production,12,0.0,4.391,3.6310000000000002,0.0
1414,SWN,Year 4,2015-12-31,3,0.0,1.208,,1.091,Energy,Oil & Gas Exploration & Production,12,0.0,4.391,3.6310000000000002,0.0
1415,SYF,Year 1,2012-12-31,10,0.0,2.123,,4.549,Financials,Consumer Finance,46,0.0,10.798,21.176000000000002,0.0
1416,SYF,Year 2,2013-12-31,11,0.0,2.484,,5.445,Financials,Consumer Finance,46,0.0,10.798,21.176000000000002,0.0
1417,SYF,Year 3,2014-12-31,12,0.0,2.927,,5.492,Financials,Consumer Finance,46,0.0,10.798,21.176000000000002,0.0
1418,SYF,Year 4,2015-12-31,13,0.0,3.264,,5.69,Financials,Consumer Finance,46,0.0,10.798,21.176000000000002,0.0
1419,SYK,Year 1,2013-12-31,9,3.0,4.089,0.536,0.138,Health Care,Health Care Equipment,38,12.0,16.598,0.855,2.49
1420,SYK,Year 2,2014-12-31,9,3.0,4.308,0.614,0.188,Health Care,Health Care Equipment,38,12.0,16.598,0.855,2.49
1421,SYK,Year 3,2015-12-31,9,3.0,3.906,0.625,0.21,Health Care,Health Care Equipment,38,12.0,16.598,0.855,2.49
1422,SYK,Year 4,2016-12-31,11,3.0,4.295,0.715,0.319,Health Care,Health Care Equipment,38,12.0,16.598,0.855,2.49
1423,SYMC,Year 1,2013-03-29,6,1.0,3.236,1.026,0.286,Information Technology,Application Software,16,1.0,9.021,0.523,3.308
1424,SYMC,Year 2,2014-03-28,4,0.0,2.186,0.722,0.093,Information Technology,Application Software,16,1.0,9.021,0.523,3.308
1425,SYMC,Year 3,2015-04-03,3,0.0,2.012,0.812,0.087,Information Technology,Application Software,16,1.0,9.021,0.523,3.308
1426,SYMC,Year 4,2016-04-01,3,0.0,1.587,0.748,0.057,Information Technology,Application Software,16,1.0,9.021,0.523,3.308
1427,SYY,Year 1,2013-06-29,44,36.0,6.338129,,,Consumer Staples,Food Distributors,188,155.0,6.338129,0.0,0.0
1428,SYY,Year 2,2014-06-28,46,38.0,,,,Consumer Staples,Food Distributors,188,155.0,6.338129,0.0,0.0
1429,SYY,Year 3,2015-06-27,48,40.0,,,,Consumer Staples,Food Distributors,188,155.0,6.338129,0.0,0.0
1430,SYY,Year 4,2016-07-02,50,41.0,,,,Consumer Staples,Food Distributors,188,155.0,6.338129,0.0,0.0
1431,T,Year 1,2012-12-31,127,55.0,41.066,,18.143,Telecommunications Services,Integrated Telecommunications Services,533,233.0,144.251,76.827,0.0
1432,T,Year 2,2013-12-31,128,51.0,28.414,,18.395,Telecommunications Services,Integrated Telecommunications Services,533,233.0,144.251,76.827,0.0
1433,T,Year 3,2014-12-31,132,60.0,41.817,,18.273,Telecommunications Services,Integrated Telecommunications Services,533,233.0,144.251,76.827,0.0
1434,T,Year 4,2015-12-31,146,67.0,32.954,,22.016,Telecommunications Services,Integrated Telecommunications Services,533,233.0,144.251,76.827,0.0
1435,TAP,Year 1,2013-12-31,4,2.0,1.1938,,,Consumer Staples,Brewers,15,9.0,5.0068,0.0,0.0
1436,TAP,Year 2,2014-12-31,4,2.0,1.1639,,,Consumer Staples,Brewers,15,9.0,5.0068,0.0,0.0
1437,TAP,Year 3,2015-12-31,3,2.0,1.0518,,,Consumer Staples,Brewers,15,9.0,5.0068,0.0,0.0
1438,TAP,Year 4,2016-12-31,4,3.0,1.5973,,,Consumer Staples,Brewers,15,9.0,5.0068,0.0,0.0
1439,TDC,Year 1,2012-12-31,2,1.0,0.728,0.183,,Information Technology,Application Software,8,4.0,3.02,0.0,0.8009999999999999
1440,TDC,Year 2,2013-12-31,2,1.0,0.757,0.184,,Information Technology,Application Software,8,4.0,3.02,0.0,0.8009999999999999
1441,TDC,Year 3,2014-12-31,2,1.0,0.77,0.206,,Information Technology,Application Software,8,4.0,3.02,0.0,0.8009999999999999
1442,TDC,Year 4,2015-12-31,2,1.0,0.765,0.228,,Information Technology,Application Software,8,4.0,3.02,0.0,0.8009999999999999
1443,TDG,Year 1,2013-09-30,1,0.0,0.254468,,0.045639,Industrials,Aerospace & Defense,8,3.0,1.2353960000000002,0.240911,0.0
1444,TDG,Year 2,2014-09-30,2,1.0,0.276446,,0.063608,Industrials,Aerospace & Defense,8,3.0,1.2353960000000002,0.240911,0.0
1445,TDG,Year 3,2015-09-30,2,1.0,0.321624,,0.054219,Industrials,Aerospace & Defense,8,3.0,1.2353960000000002,0.240911,0.0
1446,TDG,Year 4,2016-09-30,3,1.0,0.382858,,0.077445,Industrials,Aerospace & Defense,8,3.0,1.2353960000000002,0.240911,0.0
1447,TEL,Year 1,2013-09-27,11,7.0,1.44,0.59,,Information Technology,Electronic Manufacturing Services,46,31.0,5.941,0.0,2.444
1448,TEL,Year 2,2014-09-26,11,8.0,1.534,0.583,,Information Technology,Electronic Manufacturing Services,46,31.0,5.941,0.0,2.444
1449,TEL,Year 3,2015-09-25,12,8.0,1.504,0.627,,Information Technology,Electronic Manufacturing Services,46,31.0,5.941,0.0,2.444
1450,TEL,Year 4,2016-09-30,12,8.0,1.463,0.644,,Information Technology,Electronic Manufacturing Services,46,31.0,5.941,0.0,2.444
1451,TGNA,Year 1,2012-12-30,5,2.0,1.303427,,0.194039,Consumer Discretionary,Publishing,11,2.0,3.670434,0.625796,0.0
1452,TGNA,Year 2,2013-12-29,1,0.0,0.531932,,0.074833,Consumer Discretionary,Publishing,11,2.0,3.670434,0.625796,0.0
1453,TGNA,Year 3,2014-12-31,2,0.0,0.766854,,0.151837,Consumer Discretionary,Publishing,11,2.0,3.670434,0.625796,0.0
1454,TGNA,Year 4,2015-12-31,3,0.0,1.068221,,0.205087,Consumer Discretionary,Publishing,11,2.0,3.670434,0.625796,0.0
1455,TGT,Year 1,2013-02-02,73,50.0,15.11,,2.044,Consumer Discretionary,General Merchandise Stores,289,202.0,58.916,8.382,0.0
1456,TGT,Year 2,2014-02-01,71,50.0,14.465,,1.996,Consumer Discretionary,General Merchandise Stores,289,202.0,58.916,8.382,0.0
1457,TGT,Year 3,2015-01-31,72,51.0,14.676,,2.129,Consumer Discretionary,General Merchandise Stores,289,202.0,58.916,8.382,0.0
1458,TGT,Year 4,2016-01-30,73,51.0,14.665,,2.213,Consumer Discretionary,General Merchandise Stores,289,202.0,58.916,8.382,0.0
1459,TIF,Year 1,2013-01-31,3,1.0,1.466067,,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",15,4.0,6.879167,0.0,0.0
1460,TIF,Year 2,2014-01-31,4,1.0,2.0361,,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",15,4.0,6.879167,0.0,0.0
1461,TIF,Year 3,2015-01-31,4,1.0,1.6458,,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",15,4.0,6.879167,0.0,0.0
1462,TIF,Year 4,2016-01-31,4,1.0,1.7312,,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",15,4.0,6.879167,0.0,0.0
1463,TJX,Year 1,2013-02-02,25,18.0,4.250446,,,Consumer Discretionary,Apparel Retail,111,79.0,18.618634,0.0,0.0
1464,TJX,Year 2,2014-02-01,27,19.0,4.467089,,,Consumer Discretionary,Apparel Retail,111,79.0,18.618634,0.0,0.0
1465,TJX,Year 3,2015-01-31,29,20.0,4.695384,,,Consumer Discretionary,Apparel Retail,111,79.0,18.618634,0.0,0.0
1466,TJX,Year 4,2016-01-30,30,22.0,5.205715,,,Consumer Discretionary,Apparel Retail,111,79.0,18.618634,0.0,0.0
1467,TMK,Year 1,2012-12-31,3,1.0,,,0.787329,Financials,Life & Health Insurance,12,5.0,0.0,3.3699719999999997,0.0
1468,TMK,Year 2,2013-12-31,3,1.0,,,0.819711,Financials,Life & Health Insurance,12,5.0,0.0,3.3699719999999997,0.0
1469,TMK,Year 3,2014-12-31,3,1.0,,,0.855908,Financials,Life & Health Insurance,12,5.0,0.0,3.3699719999999997,0.0
1470,TMK,Year 4,2015-12-31,3,2.0,,,0.907024,Financials,Life & Health Insurance,12,5.0,0.0,3.3699719999999997,0.0
1471,TMO,Year 1,2012-12-31,12,7.0,3.3549,0.3764,,Health Care,Health Care Equipment,57,32.0,16.3094,0.0,2.1553
1472,TMO,Year 2,2013-12-31,13,7.0,3.4463,0.3955,,Health Care,Health Care Equipment,57,32.0,16.3094,0.0,2.1553
1473,TMO,Year 3,2014-12-31,16,9.0,4.8961,0.6911,,Health Care,Health Care Equipment,57,32.0,16.3094,0.0,2.1553
1474,TMO,Year 4,2015-12-31,16,9.0,4.6121,0.6923,,Health Care,Health Care Equipment,57,32.0,16.3094,0.0,2.1553
1475,TRIP,Year 1,2012-12-31,0,0.0,0.429,,0.026,Consumer Discretionary,Internet & Direct Marketing Retail,2,0.0,2.936,0.22,0.0
1476,TRIP,Year 2,2013-12-31,0,0.0,0.597,,0.036,Consumer Discretionary,Internet & Direct Marketing Retail,2,0.0,2.936,0.22,0.0
1477,TRIP,Year 3,2014-12-31,1,0.0,0.801,,0.065,Consumer Discretionary,Internet & Direct Marketing Retail,2,0.0,2.936,0.22,0.0
1478,TRIP,Year 4,2015-12-31,1,0.0,1.109,,0.093,Consumer Discretionary,Internet & Direct Marketing Retail,2,0.0,2.936,0.22,0.0
1479,TRV,Year 1,2013-12-31,26,13.0,3.757,,3.821,Financials,Property & Casualty Insurance,106,54.0,15.969000000000001,15.573,0.0
1480,TRV,Year 2,2014-12-31,27,13.0,3.964,,3.882,Financials,Property & Casualty Insurance,106,54.0,15.969000000000001,15.573,0.0
1481,TRV,Year 3,2015-12-31,26,13.0,4.094,,3.885,Financials,Property & Casualty Insurance,106,54.0,15.969000000000001,15.573,0.0
1482,TRV,Year 4,2016-12-31,27,15.0,4.154,,3.985,Financials,Property & Casualty Insurance,106,54.0,15.969000000000001,15.573,0.0
1483,TSCO,Year 1,2012-12-29,4,3.0,1.040287,,0.088975,Consumer Discretionary,Specialty Retail,20,13.0,4.794626,0.42720400000000003,0.0
1484,TSCO,Year 2,2013-12-28,5,3.0,1.138934,,0.100025,Consumer Discretionary,Specialty Retail,20,13.0,4.794626,0.42720400000000003,0.0
1485,TSCO,Year 3,2014-12-27,5,3.0,1.246308,,0.114635,Consumer Discretionary,Specialty Retail,20,13.0,4.794626,0.42720400000000003,0.0
1486,TSCO,Year 4,2015-12-26,6,4.0,1.369097,,0.123569,Consumer Discretionary,Specialty Retail,20,13.0,4.794626,0.42720400000000003,0.0
1487,TSN,Year 1,2013-10-03,34,32.0,0.983,,,Consumer Staples,Packaged Foods & Meats,148,135.0,5.85,0.0,0.0
1488,TSN,Year 2,2014-10-03,37,34.0,1.255,,,Consumer Staples,Packaged Foods & Meats,148,135.0,5.85,0.0,0.0
1489,TSN,Year 3,2015-10-03,41,37.0,1.748,,,Consumer Staples,Packaged Foods & Meats,148,135.0,5.85,0.0,0.0
1490,TSN,Year 4,2016-10-01,36,32.0,1.864,,,Consumer Staples,Packaged Foods & Meats,148,135.0,5.85,0.0,0.0
1491,TSO,Year 1,2012-12-31,29,26.0,1.702,,0.418,Energy,Oil & Gas Refining & Marketing & Transportation,134,117.0,9.332,2.225,0.0
1492,TSO,Year 2,2013-12-31,37,34.0,2.248,,0.489,Energy,Oil & Gas Refining & Marketing & Transportation,134,117.0,9.332,2.225,0.0
1493,TSO,Year 3,2014-12-31,40,35.0,2.762,,0.562,Energy,Oil & Gas Refining & Marketing & Transportation,134,117.0,9.332,2.225,0.0
1494,TSO,Year 4,2015-12-31,28,22.0,2.62,,0.756,Energy,Oil & Gas Refining & Marketing & Transportation,134,117.0,9.332,2.225,0.0
1495,TSS,Year 1,2012-12-31,1,1.0,0.247597,,,Information Technology,Internet Software & Services,7,4.0,1.296562,0.0,0.0
1496,TSS,Year 2,2013-12-31,2,1.0,0.312367,,,Information Technology,Internet Software & Services,7,4.0,1.296562,0.0,0.0
1497,TSS,Year 3,2014-12-31,2,1.0,0.346345,,,Information Technology,Internet Software & Services,7,4.0,1.296562,0.0,0.0
1498,TSS,Year 4,2015-12-31,2,1.0,0.390253,,,Information Technology,Internet Software & Services,7,4.0,1.296562,0.0,0.0
1499,TXN,Year 1,2012-12-31,12,6.0,1.804,1.877,,Information Technology,Semiconductors,50,21.0,7.253,0.0,6.037
1500,TXN,Year 2,2013-12-31,12,5.0,1.858,1.522,,Information Technology,Semiconductors,50,21.0,7.253,0.0,6.037
1501,TXN,Year 3,2014-12-31,13,5.0,1.843,1.358,,Information Technology,Semiconductors,50,21.0,7.253,0.0,6.037
1502,TXN,Year 4,2015-12-31,13,5.0,1.748,1.28,,Information Technology,Semiconductors,50,21.0,7.253,0.0,6.037
1503,TXT,Year 1,2012-12-29,12,10.0,1.165,,,Industrials,Industrial Conglomerates,50,41.0,4.9559999999999995,0.0,0.0
1504,TXT,Year 2,2013-12-28,12,10.0,1.126,,,Industrials,Industrial Conglomerates,50,41.0,4.9559999999999995,0.0,0.0
1505,TXT,Year 3,2015-01-03,13,11.0,1.361,,,Industrials,Industrial Conglomerates,50,41.0,4.9559999999999995,0.0,0.0
1506,TXT,Year 4,2016-01-02,13,10.0,1.304,,,Industrials,Industrial Conglomerates,50,41.0,4.9559999999999995,0.0,0.0
1507,UA,Year 1,2012-12-31,1,0.0,0.670602,,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",9,4.0,4.197425,0.0,0.0
